Title,Full Reference,Inclusion (Title),Inclusion (Abstract)
a survey on similarity measures in text mining,"Vijaymeena M.K., Kavitha K., A survey on similarity measures in text mining, Machine Learning and Applications: An International Journal, 3, 2, pp. 19-28, (2016)",Exclude,""
cvefixes: automated collection of vulnerabilities and their fixes from open-source software,"Bhandari G., Naseer A., Moonen L., Cvefixes: Automated collection of vulnerabilities and their fixes from open-source software, Proceedings of the 17th International Conference on Predictive Models and Data Analytics in Software Engineering, pp. 30-39, (2021)",Exclude,""
a taxonomy of causes of software vulnerabilities in internet software,"Piessens F., A taxonomy of causes of software vulnerabilities in Internet software, (2002)",Exclude,""
the cert guide to coordinated vulnerability disclosure,"Householder A.D., Wassermann G., Manion A., King C., The cert guide to coordinated vulnerability disclosure, (2017)",Exclude,""
peculiar: smart contract vulnerability detection based on crucial data flow graph and pre-training techniques,"Wu H., Zhang Z., Wang S., Lei Y., Lin B., Qin Y., Zhang H., Mao X., Peculiar: Smart contract vulnerability detection based on crucial data flow graph and pre-Training techniques, 2021 IEEE 32nd International Symposium on Software Reliability Engineering (ISSRE). IEEE, pp. 378-389, (2021)",Include,Include
the beauty and the beast: vulnerabilities in red hat’s packages,"Neuhaus S., Zimmermann T., The beauty and the beast: Vulnerabilities in red hat’s packages, Proceedings of the 2009 USENIX Annual Technical Conference (USENIX ATC’09), (2009)",Exclude,""
all about whitesource's 2021 open source security vulnerabilities report,"All about Whitesource's 2021 Open Source Security Vulnerabilities Report, (2021)",Exclude,""
the owasp benchmark for security automation,"The OWASP Benchmark for Security Automation, Version, 1, (2014)",Exclude,""
discovering software vulnerabilities using data-flow analysis and machine learning,"Kronjee J., Hommersom A., Vranken H., Discovering software vulnerabilities using data-flow analysis and machine learning, Proceedings of The 13th International Conference on Availability, Reliability and Security, Ser. ARES 2018, (2018)",Include,Include
learning to predict severity of software vulnerability using only vulnerability description,"Han Z., Li X., Xing Z., Et al., Learning to predict severity of software vulnerability using only vulnerability description, 2017 IEEE International Conference on Software Maintenance and Evolution (ICSME)[C], Piscataway, NJ, pp. 125-136, (2017)",Exclude,""
common vulnerabilities and exposures (cve),"Common Vulnerabilities and Exposures (CVE), (2019)",Exclude,""
identifying vulnerable iot applications using deep learning,"Naeem H., Alalfi M.H., Identifying Vulnerable IoT Applications using Deep Learning, 2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)., pp. 582-586, (2020)",Include,Exclude
multi-granularity detector for vulnerability fixes,"Nguyen T.G., Le-Cong T., Kang H.J., Widyasari R., Yang C., Zhao Z., Xu B., Zhou J., Xia X., Hassan A.E., Et al., Multi-granularity detector for vulnerability fixes, IEEE Transactions on Software Engineering, (2023)",Exclude,""
joint prediction of multiple vulnerability characteristics through multi-task learning,"Gong X., Xing Z., Li X., Feng Z., Han Z., Joint prediction of multiple vulnerability characteristics through multi-task learning, 24th International Conference on Engineering of Complex Computer Systems, ICECCS 2019, pp. 31-40, (2019)",Exclude,""
coverity static application security testing: tool set for static code analysis,"Coverity Static Application Security Testing: Tool Set for Static Code Analysis, (2019)",Exclude,""
a survey on malware detection using data mining techniques,"Ye Y., Li T., Adjeroh D., Sitharama Iyengar S., A survey on malware detection using data mining techniques, ACM Computing Surveys (CSUR), (2017)",Exclude,""
metric learning for adversarial robustness,"Mao C., Zhong Z., Yang J., Vondrick C., Ray B., Metric learning for adversarial robustness, Proc. Adv. Neural Inf. Process. Syst. 32, Annu. Conf. Neural Inf. Process. Syst. (NeurIPS), pp. 478-489, (2019)",Exclude,""
sysevr: a framework for using deep learning to detect software vulnerabilities,"Li Z., Zou D., Xu S., Jin H., Zhu Y., Chen Z., SySeVR: A framework for using deep learning to detect software vulnerabilities, IEEE Trans. Dependable Secure Comput., (2021)",Include,Include
design and development of svace static analyzers,"Belevantsev A., Borodin A., Dudina I., Ignatiev V., Izbyshev A., Polyakov S., Velesevich E., Zhurikhin D., Design and Development of Svace Static Analyzers, 5, pp. 3-9, (2018)",Exclude,""
rough auditing tool for security. google code,"Chess B., Gerschefske M., Rough auditing tool for security. Google code, (2013)",Exclude,""
cloud security engineering: early stages of sdlc,"Aljawarneh S.A., Alawneh A., Jaradat R., Cloud security engineering: Early stages of SDLC, Future Generation Computer Systems, 74, pp. 385-392, (2017)",Exclude,""
detection of recurring software vulnerabilities,"Pham N.H., Nguyen T.T., Nguyen H.A., Nguyen T.N., Detection of recurring software vulnerabilities, Proceedings of the IEEE/ACM International Conference on Automated Software Engineering (ASE’10), pp. 447-456, (2010)",Exclude,""
automatically assessing vulnerabilities discovered by compositional analysis,"Ognawala S., Amato R.N., Pretschner A., Et al., Automatically assessing vulnerabilities discovered by compositional analysis, Proceedings of the 1st International Workshop on Machine Learning and Software Engineering in Symbiosis[C], New York, NY, pp. 16-25, (2018)",Exclude,""
an investigation into coupling measures for c++,"Briand L.C., Devanbu P.T., Melo W.L., An investigation into coupling measures for C++, Proc. 19th Int. Conf. Softw. Eng., pp. 412-421, (1997)",Exclude,""
a static analysis tool svace as a collection of analyzers with various complexity levels,"Borodin A.E., Belevancev A.A., A static analysis tool svace as a collection of analyzers with various complexity levels, Proc. of ISP RAS, pp. 111-132, (2015)",Exclude,""
25 years of vulnerabilities: 1988-2012,"Younan Y., 25 years of vulnerabilities: 1988-2012, Sourcefire Vulnerability Research Team, (2013)",Exclude,""
vurle: automatic vulnerability detection and repair by learning from examples,"Ma S., Thung F., Lo D., Sun C., Deng R.H., VuRLE: automatic vulnerability detection and repair by learning from examples, European Symposium on Research in Computer Security, pp. 229-246, (2017)",Exclude,""
assessing and comparing vulnerability detection tools for web services: benchmarking approach and examples,"Antunes N., Vieira M., Assessing and comparing vulnerability detection tools for web services: Benchmarking approach and examples, Ieee Transactions on Services Computing, 8, 2, pp. 269-283, (2014)",Exclude,""
detection of malicious code by applying machine learning classifers on static features: a state-of the-art survey,"Shabtai A., Moskovitch R., Elovici Y., Glezer C., Detection of malicious code by applying machine learning classifers on static features: A state-of the-art survey, Information Security Technical Report, 14, 1, pp. 16-29, (2009)",Exclude,""
grapheye: a novel solution for detecting vulnerable functions based on graph attention network [c],"Zhou L., Huang M., Li Y., Et al., GraphEye: A Novel Solution for Detecting Vulnerable Functions Based on Graph Attention Network [C], 2021 IEEE Sixth International Conference on Data Science in Cyberspace (DSC). IEEE, pp. 381-388, (2021)",Include,Include
sharpchecker: static analysis tool for c# programs,"Koshelev V.K., Ignatiev V.N., Borzilov A.I., Belevantsev A.A., Sharpchecker: Static analysis tool for c# programs, Programming and Computer Software, 43, 4, pp. 268-276, (2017)",Exclude,""
on using distributed representations of source code for the detection of c security vulnerabilities,"Coimbra D., Reis S., Abreu R., Pasareanu C., Erdogmus H., On using distributed representations of source code for the detection of C security vulnerabilities, (2021)",Exclude,""
detecting '0-day' vulnerability: an empirical study of secret security patch in oss,"Wang X., Sun K., Batcheller A., Jajodia S., Detecting '0-day' vulnerability: An empirical study of secret security patch in oss, Proc. 49th Annual IEEE/IFIP Int. Conf. Dependable Syst. Netw. (DSN), pp. 485-492, (2019)",Exclude,""
bowdidge r (2013) why don’t software developers use static analysis tools to find bugs?,"Johnson B., Song Y., Murphy-Hill E., Bowdidge R (2013) Why don’t software developers use static analysis tools to find bugs?, Proceedings of the 2013 International Conference on Software Engineering (ICSE ’13), pp. 672-681",Exclude,""
maximal divergence sequential autoencoder for binary software vulnerability detection[c],"Le T., Nguyen T., Le T., Et al., Maximal divergence sequential autoencoder for binary software vulnerability detection[C], International Conference on Learning Representations., (2019)",Exclude,""
learning a classifier for false positive error reports emitted by static code analysis tools,"Koc U., Saadatpanah P., Foster J.S., Porter A.A., Learning a classifier for false positive error reports emitted by static code analysis tools, Proceedings of the 1St ACM SIGPLAN International Workshop on Machine Learning and Programming Languages, pp. 35-42, (2017)",Exclude,""
a buffer overflow prediction approach based on software metrics and machine learning,"Ren J., Zheng Z., Liu Q., Wei Z., Yan H., A buffer overflow prediction approach based on software metrics and machine learning, Secur. Commun. Netw., (2019)",Exclude,""
gitguardian state of the secrets sprawl,"GitGuardian State of the Secrets Sprawl, (2021)",Exclude,""
toward large-scale vulnerability discovery using machine learning,"Grieco G., Grinblat G.L., Uzal L., Rawat S., Feist J., Mounier L., Toward large-scale vulnerability discovery using machine learning, Proc. 6th Acm Conf. Data Appl. Secur. Privacy, pp. 85-96, (2016)",Include,Exclude
searching for a needle in a haystack: predicting security vulnerabilities for windows vista,"Zimmermann T., Nagappan N., Williams L., Searching for a needle in a haystack: Predicting security vulnerabilities for windows vista, 2010 Third International Conference on Software Testing, Verification and Validation. IEEE, pp. 421-428, (2010)",Exclude,""
machine-learning-guided selectively unsound static analysis,"Heo K., Oh H., Yi K., Machine-learning-guided selectively unsound static analysis, Proc. IEEE/ACM 39th Int. Conf. Softw. Eng. (ICSE), pp. 519-529, (2017)",Include,Include
rough auditing tool for security,"Chess B., Gerschefske M., Rough auditing tool for security. Google code, (2013)",Exclude,""
